,review,score
2054552,Loved Errol Flynn as long as I can remember! This movie was his very first starring role! Just enough action to keep you watching! Have wanted this movie ever since I seen it on A M C TV. Was excited when I came across it on Amazon! Thanks a LOT!!, 5.0
5466906,"Last weekend I went out and saw Charlie and the Chocolate Factory. I've not read the book, nor seen the original, so I had no expectations for the story.<br /><br />This was typical Tim Burton fare: well-directed, with impressive visuals and a great cast. Burton always manages to assemble a great cast, and bring the best out of them. Not that Johnny Depp needs any real coaching to do a good job, mind you. The kid actors are splendid, which was good to see; if they hadn't been capable of doing a good job, this movie would have been toast.<br /><br />As for the storyline...it's a little oddball, and Willy Wonka clearly is calculating and non-personable (though I'mnot sure kids would see it this way)....all the kids who suffer horrible fates are clearly suffering pre-planned fates. Willy Wonka is clearly a character which needs redemption, and he does get it by movie's end, but the achievement of that goal seems a little weakly executed. This is a weak point on my part though, and shouldn't stop folks from enjoying the movie.<br /><br />This is not Tim Burton's best work, but it's still good, and definitely something to take the kids out to see!", 4.0
7454352,"As you probably know, the &quot;Why We Fight&quot; series was produced by Frank Capra when he was a major in the U.S. Army Signal Corps. The series was commissioned by Army Chief of Staff, General George C. Marshall, as a way of indoctrinating all the troops who signed up in the wake of Pearl Harbor and the declaration of war. The idea was to make it clear we were doing more than just remembering Pearl Harbor. Eventually the series was shown to the public in theaters across the country. This introductory film in the &quot;Why We Fight&quot; series covers the events leading up to the Second World War, focusing on the rise of Fascism in Italy and Germany, the Japanese attacks on Manchuria, and the United States' lack of military preparedness. The last is particularly interesting because it implicitly explains Pearl Harbor not as a Japanese victory, but rather as an American defeat (we lost rather than they won). &quot;Prelude to War&quot; defines World War II in black and white terms as the totalitarian worldwide conspiracy threatens to turn the free world into a slave world. Admittedly a propaganda film, this 1942 documentary is quite informative, explaining about Hitler's book &quot;Mein Kampf,&quot; Lebensraum, the Tanaka Plan, the London Naval Treaty, the Kellogg-Briand Pact, the Nuremberg Laws, and even such details as the Roman fasces. <p>This 54-minute black &amp; white film won the Academy Award for best documentary in 1942 and the series as a whole is credited with redefining the documentary as an art form. Of great historical value, it must be underscored that &quot;Prelude to War&quot; is not exactly propaganda in the most pejorative sense of the term. The film's great &quot;sin&quot; along those lines is that it makes the case that public opinion was moving in the direction of joining the war. Instead of dismissing this film and Capra's efforts as the American counterpart to what Goebbels was doing in Nazi Germany, it is more accurate to think of it as being the film equivalent of a prosecutor's speech in a trial. &quot;Prelude to War&quot; makes much better use of evidence without the radical distortion you usually find in classic examples of propaganda.", 5.0
4005219,I looooooooove this movie! And the bluray is beautiful. This is a cute and funny movie that everyone should see at least once., 5.0
7903289,"""Fireproof"" shows the difference between a selfish marriage and one in which each partner seeks to live to please the other.  The contrast between selfish and practicing God's way of ""give"" is the difference between misery and joy.  Highly recommended if you (and/or your partner) are not happy in your marriage.", 5.0
597402,"Yes, I watched the movie (I sat for an interminable period of time in stunned silence at my parents' house).<br /><br />Not only is it ignorant of even the most basic, fundamental tenets of modern evolutionary thought, it's ugly conflation of anti-semitism and evolution should sicken rational, even vaguely intelligent viewers.<br /><br />Riefenstahl & Goebbels would have been proud to see their techniques used so blatantly in today's ""enlightened"" era.", 1.0
7419296,"This time the guys from Rifftrax take on Galaxy Invader, a bad sci-fi / horror movie from the 80's. The first half is consistently funny, with many jokes about the white trash rednecks who populate the town that the movie is set in. However, the riffers seem to run out of the steam later on in the film with less jokes. I can't blame them though, as the movie does get pretty boring later on and there really isn't much to joke about. Most of the cheesy stuff does happen earlier in the movie, after all. Still, this one is definitely worth seeing for fans of Mystery Science Theater 3000 and Rifftrax.", 4.0
5899815,"The plot of the movie is uninteresting and Mulder and Scully are out of character to boot.<br /><br />I watched every episode of X-files seasons 1-7, but not a single episode of seasons 8 and 9, so I never know our beloved FBI agents as a couple. To see these two talking about divorcing (or separating) I am thinking WHAT THE HECK? If you never watched an X-file episode or the first movie, you would never have known the real Mulder and Scully from this movie. Where is the spunky, vivacious and confident Scully? Where is the sometimes kooky but brilliant-minded Mullder? Where is their chemistry?<br /><br />This movie is just depressing. Not because my favorite non-couple got older and don't look the same as before, but because they are just sad. Is it true when people grow older they just grow sadder? I refuse to believe.", 1.0
6266331,"From beginning to end, the film Tango is infused with exquisite music and superb dancing. Although the story line is rather confusing and uninteresting, it works to glue all the dazzling tangos together and to offer some reason for the amazing variety of dances. With repeated watchings, you begin to notice the subtle themes in the music and choreography that repeat throughout, adding an invisible but powerful underlying rhythm to the production. For those dancing tango now, it's fun to see the differences between current styling techniques and those shown in this ten year-old film. Cecilia Narova's dancing is phenomenal; her only dance with Juan Carlos Copes (at the very end of the film) is a classic.", 5.0
4735080,"That's the ultimate question that living legend Clint Eastwood asks in ""Gran Torino"", thematically, perhaps the finest movie of his long and distinguished career. As everyone knows, Eastwood has aged beautifully as both an actor and director over the past 20 years, and both the timing and venue of his exploration of The American Character (either through planning, coincidence, or a bit of both) is impeccable.<br /><br />With the American economy in meltdown and the auto industry dented badly by foreign competition, retired Ford worker Walt Kowalski tries to keep both his cherished Gran Torino and his way of life intact as the ground shifts beneath him in a newly globalized world. With his wife (and most of his generation) having passed on, and immigrants (visible reminders of Kowalski's time in Asia) representing an ever-larger portion of an uneasy melting pot, Eastwood's newest ""anti-hero"" defaults to racial stereotypes as a defense mechanism (as do the street gangs representing various ethnic groups staking out their own turf). Then, suddenly, the neighborhood erupts, as does Kowalski's long-dormant soul, and there's no turning back.<br /><br />Trying desperately to preserve his way of life, Kowalski comes to accept that America's future will have a whole new face to it. Those willing to keep America great may not look like the men who fought alongside him in Korea, but they must be armed with the tools they need to rebuild their neighborhood, city, and country. Sizing up the personal character of his young Hmong immigrant neighbor who ""doesn't have a chance"" in warding off the advances of Asian-on-Asian bullying, Kowalski seeks to provide, both literally and figuratively, the personal equipment that this new American needs to successfully assimilate. Just maybe, in the back of his mind, this aging, crusty ""Polack"" remembers that, despite all the ethnic jokes tossed around among his circle, immigration has always contributed to the next wave of growth in America.<br /><br />With his soul stirring, Kowalski finally takes Confession, but he leaves unstated the biggest sin of his life: killing other human beings. For the relatively innocuous sins that Kowalski proffers, he's asked to atone with some basic Catholic rituals. But Kowalski has another method of atonement in mind, one that, for someone who professes to be not in the least religious, manifests a very Christ-like demonstration of selflessness.<br /><br />By the time Kowalski devises his plan of individual and neighborhood salvation, he realizes that ""enemy"" and ""ally"" cannot be pidgeonholed into ethnic or territorial classifications, just as the meaning of ""family"" is no easy thing to define. He understands that the model of living that he has preserved for so long must be torn up and that he must recalibrate how he views the world for the good of his soul.<br /><br />""Gran Torino"" is at turns a humorous, poignant, and searing movie with pitch-perfect acting by Eastwood, and an earnest and endearing cast of novice supporting actors. It is destined to be a classic. Even the spate of foul language - which accurately reflects the tone and sound of the streets like Kowalski's all across America - does not diminish the significance of this work.<br /><br />This is a muscle car of a movie that idles in your mind.", 5.0
1864971,"Although MOONRAKER (1979) made a heap of money, the filmmakers of the James Bond film franchise wisely decided to bring our hero back to Earth this time.  It is surprising, though, that with all the commentary lauding  the return to Fleming, that the films directly after this one slowly but  surely drift away from Fleming yet again.  This could have been Roger  Moore's fnest Bond if not for the fatal flaw of the music.  I like some of  the score - the music during the pre-credits sequence meshes nicely with  the action.  But that discordant piano and rachets for the beginning of the  ski chase?  Bland TV-type music at best.  Thank God it is absent from the  soundtrack album.  Director John Glen's editing expertise stands him in  good stead in setting the pace, but no Bond film should be over two hours  long.  It must be Moore's languid delivery which adds to the length.  In  some scenes Moore looks old and in others he looks great, and all the  establishing shots expertly edited in with the stuntmen adds a great deal.  There is a freshness to FOR YOUR EYES ONLY that is important in setting the  tone for the Bond films of the 80s.  And I'm glad to see the special  edition does not shy away from references to Blofeld nor the non-Eon  production NEVER SAY NEVER AGAIN.", 4.0
2253657,"This is a behind the scenes look into the world of Bodybuilding, and competition. It you're looking to get back into lifting weights, it can help you get inspired and be stronger and healthier. You will See a young 28 year old Arnold Swartzenegger looking to gain his 5th Mr. Olympia title as well as other body building greats. And lets not forget Lou Ferigno, the ""Encredible Hulk"". I'm glad to add this DVD to my collection.", 5.0
7782746,"I'd give it 6 stars if I could.<br />The best series I have seen since Band of Brothers.<br />It's tight paced and has fully believable characters.<br />Viewing more than one episode per night is emotionally draining.<br />Driving the episode menu is poor, but once you are in, it's a wild ride.", 5.0
3853065,Finally to have the Mephisto Waltz and the delightfully chilling Barbara Parkins [what a beauty as well] in one of her best roles. A great sound track! ENJOY., 5.0
7177194,"I just love this movie, this movie is amazing. This is one of my favorite movies. I've watched this movie at least five times, and I've to write a review on this movie. I like all the actors in this movie. I can't believe this movie has been out 10 years, time sure goes by. Nicole ( Kristen Dunst ) only wants to be loved, and for someone to accept her for who she is, I can relate to that. Eventually everyone wants to be loved. This movie is emotional at times. Sometimes love will take over, especially if the love is that great. Love can distract you from important things in life, but sometimes it doesn't matter. I lost my grandma recently, I can relate to Nicole, it's hard to lose your Mom like that it's very hard. I think love saved Nicole. Nicole always wanted her father to be there for her, but the relationship wasn't always that great. Nicole is going through a lot in her life, and she wants to be loved for who she is. If you find true love never runaway, because you'll regret it in the end. It's worth sacrificing even the important things in life for love. Overall this movie is amazing, a must see movie.", 5.0
3014449,"This is an outstanding movie...Hopkins, Sinese, Kidman and Ed Harris all in one movie?? What a powerful acting performance from all four.<br /><br />The movie has disturbing and very hopeful messages about humanity all rolled into one.  Even though it is shocking and alittle sexually graphic, it has powerful and compassionate humanistic messages subtly placed.<br /><br />Huge thumbs up!  Five Stars!!", 5.0
6442705,"I loved this movie in every way and cannot say enough about what a national treasure Martin Scorsese is. I agree with the favorable reviews here.<br /><br />My point in writing is to bring to readers' attention that Georges Melies' ""A Trip To The Moon"" /""Le Voyage Dans La Lune"",in 1902 color restoration, has recently become available on Amazon and is well worth your attention.", 5.0
3483471,"Lea Thompson, Jeffrey Jones and Tim Robbins star in this 1986<br />sci-fi comedy based on the comic. A duck from another world<br />is mysteriously brought to Earth meeting friends and battling<br />space monsters. I've liked this since I was a kid and it was<br />probably ahead of it's time. I'm glad it's finally on dvd that<br />has nice picture and sound plus neat extras. I recommend<br />this underrated 80's flick.", 4.0
2362205,"An already edgy alcoholic Jack Nicholson drags his complacent family to a secluded hotel for the entire winter.  Tension between Dad and Mom and Son gets blown out of sane proportion when extreme isolation takes a toll on the already unstable Dad.  The evil spirits of the hotel stir up the fear and anger between Mom and Dad and eventually devours Dad, leaving Mom and Son to escape to an uncertain future.  Boy's psychic powers had him doubt the relocation all together.  His imaginary friend let him know ahead of time the idea was no good.  Film uses supernatural powers as an explanation for childhood disorders like autism.", 5.0
7542491,"ah all i can say is get this set , if want to learn more about beatles then listen to the boys themselfs John, Paul , George &amp; Ringo ,and of course their producer George Martin. the only thing that bugged me was the  fact that john first wife did'nt show up in this one. oh well if yu want to  see her theirs imagine. but all in all if you saw the abc deal in 1996, you  only saw half of what's in the video it's that cool. it's totally Gearfab  baby! wooooooooo.", 5.0
4201721,"One of the great satires of the early forties and one of director-writer Preston Sturges's most enjoyable films.  Famous movie director John L.  Sullivan (Joel McCrea), who has built his reputation with financially  successful comedies and musicals,  disguises himself as a bum in order to  see the real America.  His goal:  to soak up enough ""real life"" so he can  direct an epic screen tragedy, which his studio bosses are dead set  against.  On his way he meets a disillusioned actress (Veronica Lake) and a  host of other interesting and amusing characters.  What ensues is some of  the wittiest dialogue ever written served up by some of the best character  actors every assembled.  The chemistry between Lake and McCrea is most  believable, with Lake proving that she was a most gifted comic actress with  impeccable timing.  McCrea more than holds his own as the steadfast  Sullivan.  A wonderful slice of Americana and the fickleness of Hollywood,  which hasn't changed  much in the third millennium.", 5.0
7332656,"This political thriller, based on the novel by Frederick Forsyth, begins with a failed assassination attempt by the OAS, an organization angered by President DeGaulle's liberation of Algeria. They realize they are now under intense surveillance by French security and intelligence and must go outside France to hire a professional killer. His code name becomes Jackal. When the French kidnap and torture a member of the OAS, they get the word 'jackal' out of him before he dies. With that slim clue and Investigator Lebel they go to work to track down this apparent assassin. The film runs two parallel tracks between the French security forces and The Jackal, who always seems to be one step ahead. While the film covers in great detail the plans of The Jackal to carry out the perfect plot and the painstaking intelligence work on the part of the French government (before computers and cell phones), it never seems to bog down or be boring. It keeps you on the edge of your seat, building to the climactic 'Day of the Jackal' when DeGaulle is to be assassinated. You don't have to suspend logic to believe this film. It is based on the cleverness and genius of the assassin as well as the intuition and perseverance of Investigator Lebel. Both are obsessed with their jobs and are up to the challenge. A top notch thriller. Roger Ebert calls it 'spellbinding'. [...]", 5.0
6216202,"A slightly screwy love affair, between a man, a woman and the woman's autistic brother (I don't mean in the incestuous, three-way way).<br /><br />Man and woman meet.  They are both such opposites... quiet/loud, educated/not educated, quick tempered/laid back and a few more extremes thrown in for fun.  Then, we add in the brother who is very upset having to share his sister. Can boyfriend and brother ever get along or will brother ruin the made-in-heaven relationship in it's budding stages.<br /><br />A delightful respite from all the heavy handed love affairs currently around for viewing.<br /><br />One of the best Independant Films I've seen.  Thank God it wasn't a Major Studio film... that would surely have ruined it!", 4.0
410168,Hats off to Mr. Dallas Jenkins! The acting is excellent and the humor is really good. Dallas presents the gospel message in a very touching and heart-felt story. This is DEFINITELY one of the best faith-based movies I have seen of lately. This will definitely make the play list for our home group bible study movie nights.<br /><br />If you are into christian entertainment at all...Buy this one!, 5.0
4903259,"The quiet and charming beauty of this film combined with the volatility of love and loss brings about a spell of a tale called Sommersby. The casting was beautifully done, and even though I'm no great fan of Richard Gere, he did a great job in this film. As for Jodie Foster? Great as always :)<p>I found the movie to be fast - moving, refreshing plot-wise, and heartbreaking. (I won't give away the ending!) It's a nice chick - flick, but I think many different types of people will enjoy it, particularly ones who like historical fiction and drama.<p>This film is worth renting.", 5.0
968810,"Usually I avoid any movie that promotes itself on Happy Meal boxes or Taco Bell cups, but ""Van Helsing"" surprised me.  Alot of action, interesting story and awesome special effects and make-up. I guess some people would rather watch a film like ""The Village"" (which is the equivilent to watching a hampster spin around on a wheel for 2 hours).  If you like being entertained with no strings attached, ""Van Helsing"" delivers.  Every movie ever made doesn't have to be profound.  Film snobs will hate ""Van Helsing"" and scoff because it lacks such things as ""irony"" and ""character development"".  Those topics are passe and trife and cleary used a bargaining tools for the jaded film slave desperate for validation.  ""Van Helsing"" is an excellent film for what genre it was made for.  Horror/Thriller/Drama/Action.  It fills all of those shoes.", 4.0
1166929,"Eastwood's unadorned 'Baby' is a cinematic masterpiece<br /><br />""Million Dollar Baby"" arrives like an Olympian returning from the Games in a ticker-tape parade, draped in gold medals: seven Oscar nominations, two Golden Globes, countless awards from critics associations, and a place at the top of most top 10 lists.<br /><br />It's almost too much for such a modest movie to bear. Which is not to say that ""Million Dollar Baby"" is undeserving of the praise: It is one of three bona fide masterpieces Clint Eastwood has made, along with ""Unforgiven"" and ""Mystic River.""<br /><br />But it is so unadorned, so beautifully spare and old-fashioned in its storytelling, it deserves to be seen without hype and without expectations. Ideally, you would come across it by accident, late at night on a cable movie channel. That way, it could work its deceptive power, lulling you into thinking you're watching a small, straightforward boxing movie, when in fact you're watching a movie that quietly and movingly takes on all the Big Themes: life, death, family, love, faith, and what we owe to the people we love.<br /><br />It tells a story we think we've seen before, countless times: A scrappy young fighter shows up in the gym of a cynical, over-the-hill trainer, asking for a chance to be a contender. Yeah, yeah.<br /><br />Except this boxer is a woman, and at 31 she's not all that young. The trainer tells her she's too old, and anyway, he doesn't work with ""girlies.""<br /><br />But Maggie Fitzgerald (Hilary Swank) won't be dissuaded. She's paid for a membership to the Hit Pit, and she keeps showing up, day after day, working the heavy bag by herself in the corner. The gym manager, an old, one-eyed fighter named Scrap (Morgan Freeman), takes a shine to her and talks the cynical trainer, Frankie Dunn (Clint Eastwood), into taking her on.<br /><br />She's got something, Scrap says - and here is where the movie takes its first turn by acknowledging its boxing-movie stereotypes and cliches. Yeah, Frankie growls back, ""But heart isn't enough.""<br /><br />Don't let the growl fool you. Maggie sure doesn't. As it turns out, heart - that hardy bromide not only of sports movies but of showbiz movies - is the subject of this unassuming movie, and Eastwood takes his time examining the ones belonging to Scrap, Maggie and Frankie.<br /><br />Maggie, as Scrap tells us in his quiet, melancholy narration, is a hillbilly who ""always knew she was trash."" She's determined to escape her past through boxing, though the movie - which guards its secrets and leaves a lot unexplained - never reveals how she took up the sport. It just shows us her oddly polite ferocity, her childish delight in hitting people and knocking them down.<br /><br />Eastwood gallops through a series of her fights as she aims for the championship, and what's striking about Swank's fine performance is how much she tells us about Maggie through her boxing. There's no rage there: Swank, bulked up and buzzing with a joyful energy, locates in Maggie the same inarticulate desire for acceptance that she found in Teena Brandon in ""Boys Don't Cry.""<br /><br />At 74, Eastwood has honed his own performances to an almost Zen stillness: He embodies the less-is-more aesthetic, offsetting the big emotions of the script with his quiet gruffness. He has secrets, too - he has an estranged daughter, he goes to Mass every day only to quiz the priest with theological impertinence, he reads Yeats and studies Gaelic - and they have made him wary of connecting.<br /><br />The mellow Freeman (so memorable opposite Eastwood in ""Unforgiven"") is his perfect partner, coming in like a sax player in a jazz trio to add a mournful counterpoint to the main themes played by Eastwood and Swank. Eastwood adds a few side players, too: Maggie's trailer-trash mother (Margo Martindale) and her awful siblings, the gym rats, another manager who tries to steal Maggie from Frankie.<br /><br />""Million Dollar Baby"" comes from a collection of boxing short stories by F.X. Toole, the pseudonym of longtime boxing manager and corner man Jerry Boyd. But it in its clean, well-lighted eloquence, it has the feel of a story by Ernest Hemingway, a story that takes place in boxing rings and diners, about people who seek faith and redemption and love without being able to speak of it.<br /><br />As it builds toward its heartbreaking resolution, its apparent plainness becomes purity, its artlessness becomes art.", 5.0
6053151,Don't waste your time.  This movie is not well written and the actor's talents are wasted (except for the one pilot girl....they could have done with her fake doe eyed face).  An awful movie., 1.0
7719724,"We love this series.<br />we enjoy watching the season on TV then ordering the DVD to watch again later when ""there is nothing on"".  you know I am talking about.<br /><br />I have read reviews from other writers. Seriously?  this is not real life.  just be entertained.  go to hulu or on demand, watch an episode and see if you like it. if not, don't purchase.  we happen to be very entertained by lots of different types of shows, movies etc...<br /><br />anyway, love the series, love the season dvd set.  have loaned it out and has held up well.  no one has emntioned haivng any trouble viewig the DVD's.<br /><br />fast delivery, packaged well new.<br /><br />thank you<br /><br />again just sit back, be entertained.", 5.0
369295,"I watched this while I was babysitting and I had never watched it before. It was sooo cute! Even in your teens this is a cute movie if you find it on TV or can watch it, I say you do!", 5.0
4345316,"I always thought that Imitation of Life was the greatest tearjerker of all time until I seen ""Broken Blossums.""  It touched me in ways that Imitation of Life never could or ever will.", 5.0
1262757,"I am a teenager.  I still enjoy(?) the joys(?) of high school.  And let me say that Ferris Bueller's Day Off is still pertinent, as well as enjoyable.<p>I've seen the ending numerous times on TV, but this very night  I decided to watch the whole thing.  I rented it with a friend and loved  it.  Tomorrow I will go out and buy the DVD.<p>John Hughes was one of the  precursors of such great writer-directors as Kevin Smith, and this film is  evidence.  It may have different focuses and some might find this difficult  to interpret, as some reviews have said.<p>I say &quot;Bull.&quot;  This  film captures high school.  Even if all the teachers aren't as boring, the  administration is still spreading the same lies that the principal  character does in the film.  He tries for authority and only pulls off  incompetence.<p>With humor, light youthful cynicism, and carefree but  intelligent views on life, I can attest to Ferris's own accuracy.  I may  not be as successful, but I see myself as a Buellerist(even if it wasn't  intended).<p>So what if the movie ends seriously?  That's what high school  is!  There're good times, hilarious times.  And then there's learning who  you are.  Coming to terms.  I was moved by Ferris Bueller's Day Off.  In a  world where accuracy often means disgusting, hack films like American Pie,  this movie captured school days masterfully.  Films that take the act of  growing up and make it a sick joke are insulting, in my opinion.  American  Pie featured the darker side of growing up.  People who are self-centered  and petty.  What a life, to start in such a way.  Ferris Bueller is shown  to be human and moral as he speaks about his friends, however.  His  analyses are wonderful, and caring while not being sugar-coated.  The film  was true but tasteful, succinctly and accurately showing the trials of  growing up.<p>It's over-the-top, but anyone who was interesting in high  school(and childhood in general), I'm sure, can attest to memories that  seem larger-than-life.  While it may be difficult to watch Ferris Bueller  run up slides and jump on trampolines all to get home with a serious eye,  one must admit that when one looks back at school, some things are like  that, even if only in your mind.<p>Ferris Bueller's Day Off works on levels  that only one who is or has been young can appreciate.", 5.0
2384,"This is a great DVD to enhance your child's understanding of concepts learned at school.  However, I don't recommend sitting down and watching it all the way through like a regular movie.  Not knowing this, we sat down to watch the 'movie' after receiving the DVD.  After several 'lessons', we felt a bit bombarded!  It would be much better to only watch 2 or 3 target lessons,discussing concepts during or after.", 5.0
5102763,"Perfect... just perfect ... what can i say, Yngwie J. Malmsteen with Joe Lynn Turner together??? in two concerts??? a great DVD that all rockers should have.", 5.0
1004130,"The great film about a man in post-war Italy trying to survive.  The man gets the opportunity for a new job which requires a bicycle.  The first day of work someone steals it and thus begins a sad traverse of a man and his son wandering Rome trying to find the thief and the bicycle.  Poverty in Rome and the desperation of poor people is a main theme of the story as well as the struggle to survive.  Vittorio DeSica, directed many films in the Italian New Wave form.  This film is one of the greatest films ever made along with Citizen Kane.  Just a simple wonder film that everyone can identify with.", 5.0
2115343,"There are many who know who Mr. Bean is. There are some who may not. Both would be pleased to see a movie featuring this character that is suitable for the whole family.<br /><br />Actor Rowan Atkinson created the character of Mr. Bean for English television some time back. A hit overseas, the show became a staple much like Monty Python, winding up on PBS where enthusiastic viewers fell in love with the dimwitted character whose luck always seemed to turn out good.<br /><br />In MR. BEAN'S HOLIDAY, we find Mr. Bean the lucky winner of the church raffle for an all expenses paid trip to the French Riviera, including a camcorder to record his trip. But just like the TV show, no trip for someone like Mr. Bean could turn out normal.<br /><br />Along the way, Bean ends up accidentally separating a young boy and his father. To make amends, he attempts to help the two reunite. But again, we're talking Bean here, not a normal hero. The adventures of the pair as they try to make their way to Cannes where the boy's father is are hilarious. And all of them are captured on video as Bean shoots everything.<br /><br />Atkinson is a great physical comedian, but not in a pratfall sort of way. He is one to put to use his entire body in emoting and drawing out an idea on screen. Bean is a character who sees the world through child like eyes, who never realizes he's done something wrong until afterwards. And yet this innocence is what makes him so endearing.<br /><br />The idea of an Englishman stuck in France with no ability to speak the language helps rather than hinders the story. The strength of Atkinson's Mr. Bean has always been his physicality rather than wordplay and that strength if given a white canvas on which to paint with this set up.<br /><br />While the laughs might be as funny as some found in the original series, there are plenty on hand. And these are jokes and situations that young and old alike can find something to laugh at.<br /><br />Tolstoy it isn't but if you're looking for something to make you laugh, by all means give Mr. Bean a try. And once you get through this movie, check and see if the local video store has the series on hand as well. You'll be glad you did.", 3.0
480418,"When watching ""Remains of the Day,"" you never really get to see Emma Thompson and Anthony Hopkins show one another any real affection. In this movie, they actually have great chemistry and while Emma takes on the role of a much more subservient woman, she is much more radiant. If you are a fan of her acting, you will definitely want to see this movie.<br /><br />This is a movie which takes some patience to view and the artistic elements are well worth waiting for. The Schlegel sisters get themselves into a few trying situations and the men they love either fail miserably or protect them from the world.<br /><br />Margaret (Emma Thompson) is the smarter of the sisters and yet she lacks heart in certain situations. She seems quite happy to let others save her, but is not as willing to sacrifice to save a friend. Her sister falls in love with a young bank clerk and while trying to assist him is seduced and ""ruined."" She is not following the laws of her society and therefore is rejected at first.<br /><br />This is a tangled web involving the cultured and underprivileged. Margaret and Helen are independent and well educated and when they meet Leonard Bast (Samuel West) their lives are changed forever.<br /><br />A somewhat somber ending because we are not sure any of the characters really get what they first wanted. I found this movie to be enjoyable, yet felt tense throughout the movie because there is always the thought that the sisters have ruined an innocent. Leonard is really the tragic hero in this story because he took on a responsibility neglected by Mr. Wilcox who has his eye on Margaret.<br /><br />All I have to say is...""Don't let anyone steal your umbrella.""<br /><br />If you enjoy movies that make you think about more than what is happening on screen, this is a good movie that will make you contemplate the fate of others around you in your world. You could hold someone's destiny in your hands, even if it is not as dramatic as the story in this movie.<br /><br />~The Rebecca Review", 4.0
3416426,"Great characters, good story, lots of funny moments, even had me a little teary at the end.  :)", 5.0
2137421,"This movie is about a group of literary characters who form a group and fight together against evil.  I had a lot of problems paying attention to this movie.  It just didn't grab my attention and my mind kept wondering.  I felt like the characters were just running around and didn't really know what they were doing.  That being said, I think that children (not too young due to violence) may enjoy watching this film due to the costumes, special effects, etc.", 2.0
1659016,"When this film debuted in 1994 as a miniseries on television, at a time when biblical stories were being made into miniseries, I was skeptical because I had been disappointed in the stories of Abraham and Jacob.<br /><br />This film, though, is the best filmed biblical interpretation of the life of Joseph.  It is truly astounding with a stellar cast!  Paul Mercurio is incomparable as Joseph and deserved an emmy for his performance.  He tears the heart right out of you!  No less superb is Lesley Ann Warren as Potiphar's lascivious wife who tries to snare him into her web but fails.<br /><br />This film is incredible and not to be missed!  I always cry buckets of tears at the end!  A true masterpiece in every way!", 5.0
187870,"Ten year old fatherless Elliot has the ideal friend in the harmless little extraterrestial E.T. who has been left inadverentely behind by his spaceship. E. T. gets to know Elliot's brother and sister and in effect becomes a member of the family. The real heart- jerking comes when E.T. dies, and is then at hearing from his own Civilization, resurrected. This special little cinematic miracle works wonders on the viewers heart, and the movie has a moving and inspiring ending.<br /><br />Sentimental, it may be. But strangely moving also. A masterfully done movie , still tremendously popular and by now a film classic.", 5.0
7100572,"THE TOWN<br /><br />When this film was first released I was all kinds of excited since I am a huge Jeremy Renner and a Ben Affleck fan as well. Add in that not only do I like those two as actors but I thought Affleck's first film ""Gone Baby Gone"" was great. So needless to say that we [my little group of friends and such] really wanted to see this movie and were excited about it. Of course we loved it but I must say that this DVD/Blu-Ray combo pack is great with an extended version. Add in the behind the scenes features and you have one great combo pack.<br /><br />The story follows a group of Charlestown bank robbers as the FBI is looking into them after a recent successful heist. It turns out that while they did this they took a hostage and after letting her go they wonder if she will be a problem. So Doug MacRay [Affleck] takes on the responsibility of finding out what she knows, she won't recognize him because they robbers were wearing masks [of course]. But has the heat from the FBI increases and Doug's feelings for her grow the rest of the crew becomes restless. The problem being of course is has Doug falls for her he wants even more to get out of the game, but they have one more big job to do.<br /><br />I have to say that while some of not liked this as much as me I really enjoyed this film and found it to be very well done. I have to give Ben create because I really do like this film and as a writer/director he is really becoming a top guy I the business. As an actor I have always liked him, he has a certain charisma that shines through. Of course my boy Jeremy Renner was excellent in this film as James Coughlin, in fact if Bale had not won the best supporting actor award at the Oscars I would say it would have gone to this man. While he brings a nice intensity to the character I actually see the sympatric side of the character that a lesser actor may not have brought out.<br /><br />Rebecca Hall does a great job as Ben's love interest Claire and plays a very real character, very well done. Jon Hamm is the FBI guy after the crew and does an excellent job here as well as does every one in the film, very well cast and cast with actual residents of Charlestown. I would also like to point out that Renner spent all his time with actual bank robbers from Charlestown to get the character and the accent down right. Based on a novel called ""Prince of Thieves"" by Chuck Hogan Affleck has proven that even if he wants to leave acting he has a career in filmmaking.<br /><br />This is one of my favorite films and that may be because I have been following Renner's career since his first film but hey I enjoyed it. I also recommend that you check out Renner in ""Dahmer"" as it is one of the best performances ever. I do highly recommend this film and say go ahead and buy it, skip the rental. I bought it the day it was released and have watched it many times since.", 5.0
3939074,I have seen Mamma Mia on broadway 2 times and the movie is just another way of being able to watch it over and over!  Great movie!, 5.0
5082359,"I can't say enough about the pleasure that comes from the Jurassic Park Series. I knew when I first read the book by Michael Crighton, that Spielberg would take the lead and make a film. He was the only one that I felt could truly make the book come to life. And indeed he did. All the films are visually fantastic and the screenplays are well written. They are, all three, classics for all time!", 5.0
2406845,"In 1986, John Carpenter released a martial arts comedy called Big Trouble In Little China and it was fantastic. Except there was one problem: no one went and saw it. Thank God for VHS! This film quickly became a rental success and is a cult classic among Carpenter fans. Kurt Russell plays an over the top John Wayne type truck driver that fights mystic kung fu artists and ancient Chinese wizards in San Francisco. Oh, and Kim Cattrell is hot. Sounds like a great combination to me!", 4.0
6664377,"Classic War movie starring Steve McQueen, James Garner and Charles Bronsen... Directed by the same person who did the Magnificent Seven.<p>If you like action, suspense, and not a lot of Holleywoodisms's, this movie is for you... Filmed in Germany to increase authenticity...", 5.0
